ID	count	% overlapping fragments on this gene	TE superfamily	NBPS	gene length	percOfGeneLengthOverlappingTEsuperfam	Products
ACHA01MRNA0028712	1	0.0017200454091988	L2	1390	2448	56.781045751634	Endophilin-A1; 
ACHA01MRNA0006893	1	0.0017200454091988	L2	1898	3348	56.6905615292712	Glyoxalase domain-containing protein 5 homolog; 
ACHA01MRNA0036330	2	0.00344009081839761	L2	1454	2567	56.6419945461628	A disintegrin and metalloproteinase with thrombospondin motifs 1; 
ACHA01MRNA0004950	4	0.00688018163679521	L2	6062	10727	56.511606227277	Glucose-dependent insulinotropic receptor; 
ACHA01MRNA0016770	1	0.0017200454091988	L2	1920	3401	56.453984122317	Multidrug resistance-associated protein 5; 
ACHA01MRNA0038195	1	0.0017200454091988	L2	1578	2798	56.397426733381	Aminopeptidase N; 
ACHA01MRNA0017219	1	0.0017200454091988	L2	5187	9220	56.2581344902386	Protein boule-like; 
ACHA01MRNA0025512	2	0.00344009081839761	L2	2052	3746	54.7784303256807	Bone morphogenetic protein 8A; 
ACHA01MRNA0033151	1	0.0017200454091988	L2	2045	3756	54.4462193823216	Rab9 effector protein with kelch motifs; 
ACHA01MRNA0025927	3	0.00516013622759641	L2	4294	7896	54.3819655521783	Four and a half LIM domains protein 2; 
ACHA01MRNA0026080	2	0.00344009081839761	L2	985	1821	54.0911587040088	Unconventional myosin-XV; 
ACHA01MRNA0015894	1	0.0017200454091988	L2	2199	4080	53.8970588235294	ER degradation-enhancing alpha-mannosidase-like protein 2; 
ACHA01MRNA0017426	1	0.0017200454091988	L2	3869	7196	53.7659811006114	Angiotensin-converting enzyme; 
ACHA01MRNA0021541	2	0.00344009081839761	L2	1146	2146	53.4016775396086	Gonadotropin-releasing hormone receptor; 
ACHA01MRNA0028340	2	0.00344009081839761	L2	1715	3212	53.3935242839352	Transcription factor HES-1; 
ACHA01MRNA0030412	2	0.00344009081839761	L2	4748	8901	53.3423210875183	Probable protein phosphatase 2C 59; 
ACHA01MRNA0012395	1	0.0017200454091988	L2	989	1855	53.3153638814016	Extracellular serine/threonine protein kinase FAM20C; 
ACHA01MRNA0014314	1	0.0017200454091988	L2	1494	2803	53.3000356760614	ELL-associated factor 2; 
ACHA01MRNA0006183	1	0.0017200454091988	L2	1784	3357	53.1426869228478	NA
ACHA01MRNA0024320	1	0.0017200454091988	L2	1225	2319	52.8244933160845	Uncharacterized protein C1orf112; 
ACHA01MRNA0033138	4	0.00688018163679521	L2	7154	13581	52.6765333922392	VPS10 domain-containing receptor SorCS2; 
ACHA01MRNA0033396	3	0.00516013622759641	L2	3923	7481	52.4395134340329	Kinesin-like protein KIF20B; 
ACHA01MRNA0002304	1	0.0017200454091988	L2	3821	7293	52.3927053338818	Nuclear factor related to kappa-B-binding protein; 
ACHA01MRNA0005445	6	0.0103202724551928	L2	4192	8033	52.1847379559318	TATA box-binding protein-associated factor RNA polymerase I subunit B; 
ACHA01MRNA0031399	1	0.0017200454091988	L2	1782	3419	52.1205030710734	Low affinity immunoglobulin gamma Fc region receptor III; 
ACHA01MRNA0033470	2	0.00344009081839761	L2	1966	3788	51.9007391763464	Solute carrier family 22 member 7; 
ACHA01MRNA0040592	3	0.00516013622759641	L2	2504	4834	51.7997517583782	WAP four-disulfide core domain protein 2; 
ACHA01MRNA0033521	2	0.00344009081839761	L2	4700	9091	51.6994830051699	Calponin-1; 
ACHA01MRNA0006463	1	0.0017200454091988	L2	2616	5065	51.6485686080948	Gap junction Cx32.7 protein; 
ACHA01MRNA0009496	1	0.0017200454091988	L2	1295	2508	51.6347687400319	MOB kinase activator 3C; 
ACHA01MRNA0022299	1	0.0017200454091988	L2	1491	2891	51.5738498789346	Origin recognition complex subunit 3; 
ACHA01MRNA0004016	3	0.00516013622759641	L2	3544	6953	50.9708039695096	Carbohydrate-responsive element-binding protein; 
ACHA01MRNA0015823	1	0.0017200454091988	L2	1299	2553	50.8813160987074	Origin recognition complex subunit 3; 
ACHA01MRNA0032549	5	0.00860022704599401	L2	3747	7395	50.6693711967546	Leucine-rich repeat serine/threonine-protein kinase 2; 
ACHA01MRNA0003871	2	0.00344009081839761	L2	802	1590	50.440251572327	Nuclear envelope integral membrane protein 1b; 
ACHA01MRNA0001172	1	0.0017200454091988	L2	1101	2191	50.2510269283432	Protein kinase C and casein kinase substrate in neurons protein 3; 
ACHA01MRNA0023003	2	0.00344009081839761	L2	2676	5332	50.1875468867217	Cactin; 
ACHA01MRNA0024788	1	0.0017200454091988	L2	698	1393	50.1076812634602	Solute carrier family 12 member 8; 
ACHA01MRNA0015740	1	0.0017200454091988	L2	1389	2780	49.9640287769784	E3 ubiquitin-protein ligase CCNB1IP1; 
ACHA01MRNA0040257	1	0.0017200454091988	L2	1250	2516	49.6820349761526	THAP domain-containing protein 2; 
ACHA01MRNA0035839	2	0.00344009081839761	L2	2389	4815	49.6157840083074	Ribosomal protein S6 kinase 2 beta; 
ACHA01MRNA0028914	1	0.0017200454091988	L2	1359	2750	49.4181818181818	E3 ubiquitin-protein ligase CCNB1IP1; 
ACHA01MRNA0009812	2	0.00344009081839761	L2	1434	2902	49.4141971054445	Leucine-rich repeat-containing protein 34; 
ACHA01MRNA0013838	1	0.0017200454091988	L2	1232	2500	49.28	Ephrin type-A receptor 5; 
ACHA01MRNA0009801	2	0.00344009081839761	L2	1297	2643	49.0730230798335	Vascular endothelial growth factor D; 
ACHA01MRNA0011235	2	0.00344009081839761	L2	538	1105	48.6877828054299	Cell division cycle 7-related protein kinase; 
ACHA01MRNA0033179	3	0.00516013622759641	L2	1800	3702	48.6223662884927	Voltage-dependent T-type calcium channel subunit alpha-1I; 
ACHA01MRNA0020056	2	0.00344009081839761	L2	3467	7134	48.5982618446874	Sterile alpha motif domain-containing protein 3; 
ACHA01MRNA0036230	1	0.0017200454091988	L2	1282	2653	48.3226535996985	Complement C3; 
ACHA01MRNA0034117	1	0.0017200454091988	L2	966	2002	48.2517482517483	Cysteine and histidine-rich protein 1; 
ACHA01MRNA0015771	1	0.0017200454091988	L2	1275	2644	48.2223903177005	Thioredoxin-interacting protein; 
ACHA01MRNA0013395	1	0.0017200454091988	L2	1920	3982	48.216976393772	Apoptosis-enhancing nuclease; 
ACHA01MRNA0006698	2	0.00344009081839761	L2	3630	7533	48.1879729191557	Coiled-coil domain-containing protein 157; 
ACHA01MRNA0011219	2	0.00344009081839761	L2	1963	4092	47.9716520039101	Leucine-rich repeat-containing protein 69; 
ACHA01MRNA0011243	6	0.0103202724551928	L2	5078	10594	47.932792146498	GTPase IMAP family member 4; 
ACHA01MRNA0000110	4	0.00688018163679521	L2	1517	3166	47.9153506001263	Fatty acid desaturase 6; 
ACHA01MRNA0021389	1	0.0017200454091988	L2	1357	2847	47.6642079381805	Trinucleotide repeat-containing gene 6B protein; 
ACHA01MRNA0031213	1	0.0017200454091988	L2	1667	3499	47.6421834809946	Mitogen-activated protein kinase kinase kinase kinase 2; 
ACHA01MRNA0012427	1	0.0017200454091988	L2	1342	2818	47.6224272533712	Collagen alpha-1(XXV) chain; 
ACHA01MRNA0036521	2	0.00344009081839761	L2	5764	12117	47.5695304118181	Gamma-aminobutyric acid type B receptor subunit 2; 
ACHA01MRNA0040327	1	0.0017200454091988	L2	1536	3231	47.5394614670381	Collagen alpha-2(IX) chain; 
ACHA01MRNA0003774	1	0.0017200454091988	L2	1043	2199	47.4306502955889	Opioid growth factor receptor-like protein 1; 
ACHA01MRNA0009049	1	0.0017200454091988	L2	1407	2977	47.2623446422573	Adhesion G-protein coupled receptor G1; 
ACHA01MRNA0036205	5	0.00860022704599401	L2	2179	4613	47.2360719705181	Tyrosine-protein phosphatase non-receptor type 5; 
ACHA01MRNA0026209	1	0.0017200454091988	L2	1265	2679	47.2191116088093	Kelch-like protein 12; 
ACHA01MRNA0034857	2	0.00344009081839761	L2	3589	7612	47.1492380451918	Myomesin-2; 
ACHA01MRNA0034591	1	0.0017200454091988	L2	3324	7062	47.0688190314359	Metalloendopeptidase homolog PEX; 
ACHA01MRNA0004771	3	0.00516013622759641	L2	2862	6093	46.9719350073855	Venom phosphodiesterase 2; 
ACHA01MRNA0012174	3	0.00516013622759641	L2	4628	9875	46.8658227848101	Transmembrane protein 231; 
ACHA01MRNA0018527	1	0.0017200454091988	L2	754	1609	46.8614045991299	Sodium-dependent neutral amino acid transporter B(0)AT3; 
ACHA01MRNA0037227	2	0.00344009081839761	L2	699	1492	46.8498659517426	Ubiquitin-activating enzyme E1 1; 
ACHA01MRNA0031491	5	0.00860022704599401	L2	5068	10859	46.6709641771802	Periodic tryptophan protein 2 homolog; 
ACHA01MRNA0004992	2	0.00344009081839761	L2	949	2038	46.5652600588813	Cysteine and histidine-rich protein 1; 
ACHA01MRNA0034515	1	0.0017200454091988	L2	985	2116	46.5500945179584	Histidine triad nucleotide-binding protein 1; 
ACHA01MRNA0005264	1	0.0017200454091988	L2	1664	3592	46.3251670378619	Putative polypeptide N-acetylgalactosaminyltransferase-like protein 3; 
ACHA01MRNA0037427	2	0.00344009081839761	L2	1852	4006	46.2306540189715	Transmembrane protein 62; 
ACHA01MRNA0030696	9	0.0154804086827892	L2	6553	14245	46.002106002106	Zinc finger protein 436; 
ACHA01MRNA0020958	1	0.0017200454091988	L2	3153	6856	45.9889148191365	26S proteasome non-ATPase regulatory subunit 10; 
ACHA01MRNA0007305	3	0.00516013622759641	L2	1430	3131	45.6723091664005	XK-related protein 9; 
ACHA01MRNA0026422	4	0.00688018163679521	L2	2740	6013	45.5679361383669	OX-2 membrane glycoprotein; 
ACHA01MRNA0032246	3	0.00516013622759641	L2	2742	6041	45.3898361198477	Ras-related protein Rab-4A; 
ACHA01MRNA0036786	1	0.0017200454091988	L2	1215	2677	45.3866268210684	Dedicator of cytokinesis protein 9; 
ACHA01MRNA0031025	1	0.0017200454091988	L2	1215	2689	45.1840833023429	Dedicator of cytokinesis protein 9; 
ACHA01MRNA0003997	11	0.0189204995011868	L2	9580	21224	45.1375800980023	Plexin-B2; 
ACHA01MRNA0017459	2	0.00344009081839761	L2	1561	3480	44.8563218390805	WD repeat-containing protein 5B; 
ACHA01MRNA0039721	1	0.0017200454091988	L2	1253	2803	44.7021048876204	Kelch-like protein 12; 
ACHA01MRNA0032508	1	0.0017200454091988	L2	598	1338	44.6935724962631	Coagulation factor XIII A chain; 
ACHA01MRNA0032403	2	0.00344009081839761	L2	913	2045	44.6454767726161	Immunoglobulin superfamily DCC subclass member 3; 
ACHA01MRNA0022944	2	0.00344009081839761	L2	3164	7155	44.2208245981831	Maf-like protein Teth514_2136 >lcl|B0KAE1.1 RecName: Full=Maf-like protein Teth39_1454; 
ACHA01MRNA0003969	3	0.00516013622759641	L2	1551	3511	44.1754485901453	WASH complex subunit 5; 
ACHA01MRNA0006356	2	0.00344009081839761	L2	2620	5955	43.9966414777498	Alpha-actinin-1; 
ACHA01MRNA0016716	3	0.00516013622759641	L2	3953	9005	43.8978345363687	Probable serine/threonine-protein kinase PBL18; 
ACHA01MRNA0014780	1	0.0017200454091988	L2	840	1915	43.8642297650131	NA
ACHA01MRNA0014644	4	0.00688018163679521	L2	2174	4982	43.6370935367322	Leucine-rich repeat protein 1; 
ACHA01MRNA0024871	3	0.00516013622759641	L2	3967	9097	43.6077827855337	Ubinuclein-1; 
ACHA01MRNA0028410	3	0.00516013622759641	L2	1527	3508	43.5290763968073	Nucleolar complex protein 3 homolog; 
ACHA01MRNA0023432	4	0.00688018163679521	L2	3732	8610	43.3449477351916	Extended synaptotagmin-2; 
ACHA01MRNA0010265	1	0.0017200454091988	L2	1315	3045	43.1855500821018	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6; 
ACHA01MRNA0032474	2	0.00344009081839761	L2	2519	5851	43.0524696633054	XK-related protein 7; 
ACHA01MRNA0039897	3	0.00516013622759641	L2	3453	8033	42.9851861073074	Neurotrypsin; 
ACHA01MRNA0022306	1	0.0017200454091988	L2	1281	2985	42.9145728643216	Transmembrane protein 184B; 
ACHA01MRNA0009501	4	0.00688018163679521	L2	1776	4145	42.8468033775633	Glutamate receptor 2; 
ACHA01MRNA0011462	3	0.00516013622759641	L2	3073	7175	42.8292682926829	Protein sel-1 homolog 3; 
ACHA01MRNA0039643	1	0.0017200454091988	L2	525	1227	42.7872860635697	Zinc finger protein GLI2; 
ACHA01MRNA0032757	1	0.0017200454091988	L2	1515	3547	42.7121511136171	Ataxin-7; 
ACHA01MRNA0033699	3	0.00516013622759641	L2	2591	6067	42.7064447008406	DNA replication licensing factor MCM5; 
ACHA01MRNA0031325	3	0.00516013622759641	L2	3407	7990	42.6408010012516	Uncharacterized protein PFD1115c; 
ACHA01MRNA0009243	5	0.00860022704599401	L2	3767	8837	42.6275885481498	Solute carrier family 46 member 3; 
ACHA01MRNA0036331	1	0.0017200454091988	L2	1207	2833	42.6050123543946	DNA endonuclease RBBP8; 
ACHA01MRNA0033054	7	0.0120403178643916	L2	2284	5373	42.5088404987902	Dynamin-1; 
ACHA01MRNA0017224	3	0.00516013622759641	L2	2088	4918	42.4562830418869	Substance-P receptor; 
ACHA01MRNA0024869	9	0.0154804086827892	L2	6509	15377	42.3294530792742	Meiotic recombination protein REC8 homolog; 
ACHA01MRNA0001472	4	0.00688018163679521	L2	4214	9985	42.2033049574362	Calcineurin subunit B type 1; 
ACHA01MRNA0035613	2	0.00344009081839761	L2	294	699	42.0600858369099	Large neutral amino acids transporter small subunit 4; 
ACHA01MRNA0036332	4	0.00688018163679521	L2	4351	10366	41.9737603704418	Transmembrane protein 241; 
ACHA01MRNA0007857	3	0.00516013622759641	L2	3696	8808	41.9618528610354	Latent-transforming growth factor beta-binding protein 3; 
ACHA01MRNA0005918	6	0.0103202724551928	L2	2593	6222	41.6747026679524	Myotilin; 
ACHA01MRNA0010161	2	0.00344009081839761	L2	1574	3778	41.6622551614611	Glutathione S-transferase 2; 
ACHA01MRNA0016773	4	0.00688018163679521	L2	2531	6090	41.559934318555	Glycine--tRNA ligase; 
ACHA01MRNA0010615	4	0.00688018163679521	L2	3666	8833	41.5034529604891	Pyroglutamyl-peptidase 1-like protein; 
ACHA01MRNA0029637	2	0.00344009081839761	L2	1301	3136	41.4859693877551	Arsenite methyltransferase; 
ACHA01MRNA0040483	3	0.00516013622759641	L2	2531	6102	41.4782038675844	Granulocyte colony-stimulating factor receptor; 
ACHA01MRNA0036546	1	0.0017200454091988	L2	1136	2746	41.3692643845594	Probable ethanolamine kinase A; 
ACHA01MRNA0018467	2	0.00344009081839761	L2	1275	3085	41.3290113452188	NA
ACHA01MRNA0027878	4	0.00688018163679521	L2	2277	5520	41.25	Transient receptor potential cation channel subfamily V member 5; 
ACHA01MRNA0031527	1	0.0017200454091988	L2	828	2008	41.2350597609562	Probable cation-transporting ATPase 13A2; 
ACHA01MRNA0002894	2	0.00344009081839761	L2	2203	5364	41.0700969425802	NA
ACHA01MRNA0003388	1	0.0017200454091988	L2	1326	3229	41.0653453081449	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6; 
ACHA01MRNA0036280	3	0.00516013622759641	L2	1547	3770	41.0344827586207	Clustered mitochondria protein homolog; 
ACHA01MRNA0020758	1	0.0017200454091988	L2	3268	7980	40.9523809523809	Failed axon connections homolog; 
ACHA01MRNA0018710	2	0.00344009081839761	L2	3653	8936	40.879588182632	NA
ACHA01MRNA0013641	1	0.0017200454091988	L2	1530	3748	40.8217716115261	Wiskott-Aldrich syndrome protein family member 3; 
ACHA01MRNA0010152	1	0.0017200454091988	L2	1156	2837	40.7472682410998	Trinucleotide repeat-containing gene 6B protein; 
ACHA01MRNA0040037	2	0.00344009081839761	L2	1936	4765	40.6295907660021	Gamma-aminobutyric acid receptor subunit beta-2; 
ACHA01MRNA0030154	1	0.0017200454091988	L2	1238	3051	40.5768600458866	High affinity choline transporter 1; 
ACHA01MRNA0038033	1	0.0017200454091988	L2	510	1257	40.5727923627685	Neutral amino acid transporter A; 
ACHA01MRNA0009195	1	0.0017200454091988	L2	1315	3248	40.4864532019704	Contactin-3; 
ACHA01MRNA0015928	6	0.0103202724551928	L2	3555	8784	40.4713114754098	Potassium voltage-gated channel subfamily D member 3; 
ACHA01MRNA0010900	1	0.0017200454091988	L2	3265	8071	40.4534754057738	Lethal(3)malignant brain tumor-like protein 4; 
ACHA01MRNA0010088	1	0.0017200454091988	L2	1252	3095	40.4523424878837	Echinoderm microtubule-associated protein-like 1; 
ACHA01MRNA0008883	8	0.0137603632735904	L2	8984	22222	40.4284042840428	Serine/threonine-protein kinase A-Raf; 
ACHA01MRNA0016470	1	0.0017200454091988	L2	296	733	40.3819918144611	NA
ACHA01MRNA0021352	4	0.00688018163679521	L2	2708	6711	40.3516614513485	Glucosamine-6-phosphate isomerase 2; 
ACHA01MRNA0014648	5	0.00860022704599401	L2	4527	11237	40.2865533505384	Coiled-coil domain-containing protein 134; 
ACHA01MRNA0027456	1	0.0017200454091988	L2	1239	3077	40.2664933376666	Serine/threonine-protein kinase TEL1; 
ACHA01MRNA0011064	4	0.00688018163679521	L2	3143	7823	40.1764029144829	Speckle-type POZ protein; 
ACHA01MRNA0002709	1	0.0017200454091988	L2	1359	3384	40.1595744680851	Glyoxalase domain-containing protein 5 homolog; 
ACHA01MRNA0016732	1	0.0017200454091988	L2	763	1900	40.1578947368421	Phosducin; 
ACHA01MRNA0034485	2	0.00344009081839761	L2	1229	3063	40.1240613777343	Dynactin subunit 1; 
ACHA01MRNA0019935	2	0.00344009081839761	L2	2376	5929	40.0742115027829	Protein ALP1-like; 
ACHA01MRNA0000331	2	0.00344009081839761	L2	1699	4241	40.061306295685	Ubiquitin-like protein 7; 
ACHA01MRNA0010544	1	0.0017200454091988	L2	951	2376	40.0252525252525	Uncoordinated protein 79; 
ACHA01MRNA0025176	1	0.0017200454091988	L2	1162	2907	39.9724802201582	Cohesin subunit scc-3; 
ACHA01MRNA0033178	3	0.00516013622759641	L2	3523	8821	39.9387824509693	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2; 
ACHA01MRNA0003918	2	0.00344009081839761	L2	1081	2708	39.9187592319055	Transcription factor E2F5; 
ACHA01MRNA0015080	1	0.0017200454091988	L2	386	968	39.8760330578512	Cysteine sulfinic acid decarboxylase; 
ACHA01MRNA0007447	1	0.0017200454091988	L2	169	424	39.8584905660377	Probable histone-lysine N-methyltransferase set-1; 
ACHA01MRNA0032554	1	0.0017200454091988	L2	169	424	39.8584905660377	Probable histone-lysine N-methyltransferase set-1; 
ACHA01MRNA0032644	1	0.0017200454091988	L2	169	424	39.8584905660377	Probable histone-lysine N-methyltransferase set-1; 
ACHA01MRNA0000355	1	0.0017200454091988	L2	546	1371	39.8249452954048	Protein lin-7 homolog B; 
ACHA01MRNA0017411	2	0.00344009081839761	L2	1309	3287	39.8235473075753	E3 ubiquitin-protein ligase dbl4; 
ACHA01MRNA0035640	2	0.00344009081839761	L2	2227	5608	39.7111269614836	CASP8-associated protein 2; 
ACHA01MRNA0001326	5	0.00860022704599401	L2	4052	10214	39.6710397493636	Protein FAM198B; 
ACHA01MRNA0028674	1	0.0017200454091988	L2	1257	3169	39.6655096244872	Tripartite motif-containing protein 16-like protein; 
ACHA01MRNA0028084	2	0.00344009081839761	L2	720	1818	39.6039603960396	Phosducin-like protein; 
ACHA01MRNA0004053	1	0.0017200454091988	L2	1853	4694	39.4759267149553	Fucose-1-phosphate guanylyltransferase; 
ACHA01MRNA0040104	1	0.0017200454091988	L2	821	2080	39.4711538461538	Tektin-4; 
ACHA01MRNA0008893	5	0.00860022704599401	L2	4412	11191	39.4245375748369	Sodium- and chloride-dependent GABA transporter 2; 
ACHA01MRNA0038820	2	0.00344009081839761	L2	1631	4147	39.32963588136	Ubiquitin-protein ligase E3A; 
ACHA01MRNA0019918	1	0.0017200454091988	L2	608	1552	39.1752577319588	Peptidoglycan-recognition protein SC1a/b; 
ACHA01MRNA0010588	4	0.00688018163679521	L2	3226	8244	39.1314895681708	Interleukin-18 receptor 1; 
ACHA01MRNA0032731	5	0.00860022704599401	L2	2393	6126	39.0630101207966	Cell division control protein 45 homolog; 
ACHA01MRNA0032232	2	0.00344009081839761	L2	1226	3142	39.0197326543603	Synaptotagmin 2; 
ACHA01MRNA0009427	4	0.00688018163679521	L2	2849	7303	39.0113651923867	Sn1-specific diacylglycerol lipase beta; 
ACHA01MRNA0013107	6	0.0103202724551928	L2	6923	17754	38.9940295144756	Fibrinogen alpha chain; 
ACHA01MRNA0026708	4	0.00688018163679521	L2	3064	7862	38.9722716865937	Solute carrier family 12 member 4; 
ACHA01MRNA0034739	1	0.0017200454091988	L2	2161	5549	38.9439538655614	Threonylcarbamoyl-AMP synthase; 
ACHA01MRNA0019674	2	0.00344009081839761	L2	2281	5890	38.7266553480475	Neuroblast differentiation-associated protein AHNAK; 
ACHA01MRNA0032381	1	0.0017200454091988	L2	2888	7470	38.661311914324	NA
ACHA01MRNA0036889	1	0.0017200454091988	L2	970	2513	38.5992837246319	14-3-3-like protein; 
ACHA01MRNA0031258	1	0.0017200454091988	L2	970	2518	38.5226370135028	14-3-3-like protein; 
ACHA01MRNA0022639	1	0.0017200454091988	L2	1368	3559	38.4377634166901	Oxysterol-binding protein-related protein 7; 
ACHA01MRNA0029704	5	0.00860022704599401	L2	2669	6953	38.3863080684597	Leishmanolysin-like peptidase; 
ACHA01MRNA0037636	4	0.00688018163679521	L2	3549	9269	38.288920056101	Synaptotagmin-14; 
ACHA01MRNA0001273	2	0.00344009081839761	L2	995	2605	38.1957773512476	Adhesion G-protein coupled receptor G6; 
ACHA01MRNA0021302	1	0.0017200454091988	L2	828	2169	38.1742738589212	C-type mannose receptor 2; 
ACHA01MRNA0023997	2	0.00344009081839761	L2	1932	5063	38.1591941536638	Phosphatidylcholine:ceramide cholinephosphotransferase 2; 
ACHA01MRNA0030535	2	0.00344009081839761	L2	2145	5624	38.1401137980085	rRNA-processing protein FCF1; 
ACHA01MRNA0034391	3	0.00516013622759641	L2	1327	3484	38.0884041331803	DENN domain-containing protein 2D; 
ACHA01MRNA0027758	2	0.00344009081839761	L2	1742	4576	38.0681818181818	Synaptotagmin-1; 
ACHA01MRNA0006478	2	0.00344009081839761	L2	954	2507	38.0534503390507	UDP-glucuronosyltransferase 2B20; 
ACHA01MRNA0027891	1	0.0017200454091988	L2	1020	2685	37.9888268156425	Signal transducing adapter molecule 2; 
ACHA01MRNA0022108	1	0.0017200454091988	L2	2558	6741	37.9468921524996	Discoidin domain-containing receptor A; 
ACHA01MRNA0005247	2	0.00344009081839761	L2	831	2191	37.9278868096759	Putative histone H1.6; 
ACHA01MRNA0014279	3	0.00516013622759641	L2	2016	5323	37.8733796731167	Vasohibin-2; 
ACHA01MRNA0011657	4	0.00688018163679521	L2	2825	7476	37.7875869448903	Uncharacterized protein YyaL; 
ACHA01MRNA0009621	2	0.00344009081839761	L2	3389	8983	37.7268173216075	Cathepsin L; 
ACHA01MRNA0026703	4	0.00688018163679521	L2	1328	3521	37.7165577960807	Acetyl-CoA acetyltransferase; 
ACHA01MRNA0038890	3	0.00516013622759641	L2	1734	4599	37.7038486627528	Proto-oncogene tyrosine-protein kinase receptor Ret; 
ACHA01MRNA0002111	8	0.0137603632735904	L2	2397	6362	37.6768311851619	Proteasome assembly chaperone 3; 
ACHA01MRNA0006044	6	0.0103202724551928	L2	7826	20775	37.6702767749699	Coiled-coil domain-containing protein 97; 
ACHA01MRNA0040392	1	0.0017200454091988	L2	1011	2693	37.54177497215	Harmonin; 
ACHA01MRNA0040560	2	0.00344009081839761	L2	2627	7002	37.5178520422736	NA
ACHA01MRNA0009631	3	0.00516013622759641	L2	1102	2938	37.5085091899251	NA
ACHA01MRNA0009377	2	0.00344009081839761	L2	342	912	37.5	Acidic amino acid decarboxylase GADL1; 
ACHA01MRNA0038246	1	0.0017200454091988	L2	2487	6638	37.4661042482675	Retinal homeobox protein Rx3; 
ACHA01MRNA0034869	4	0.00688018163679521	L2	4915	13152	37.3707420924574	Golgin subfamily A member 7 >lcl|Q7Z5G4.2 RecName: Full=Golgin subfamily A member 7; 
ACHA01MRNA0035584	1	0.0017200454091988	L2	1193	3200	37.28125	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3; 
ACHA01MRNA0000586	1	0.0017200454091988	L2	896	2404	37.2712146422629	Rho guanine nucleotide exchange factor 25; 
ACHA01MRNA0018088	1	0.0017200454091988	L2	1336	3585	37.2663877266388	BEACH domain-containing protein lvsC; 
ACHA01MRNA0008832	2	0.00344009081839761	L2	972	2614	37.1843917368018	Importin-4; 
