ID	count	% overlapping fragments on this gene	TE superfamily	NBPS	gene length	percOfGeneLengthOverlappingTEsuperfam	Products
ACHA01MRNA0031268	5	0.010135819987837	TcMar-Tc1	4489	11208	40.0517487508922	Calpain small subunit 2; 
ACHA01MRNA0019071	1	0.0020271639975674	TcMar-Tc1	1611	4031	39.9652691639792	Protein OS-9 homolog; 
ACHA01MRNA0028879	1	0.0020271639975674	TcMar-Tc1	1094	2738	39.9561723886048	Glycogenin-2; 
ACHA01MRNA0030958	2	0.00405432799513481	TcMar-Tc1	1564	3941	39.6853590459274	Farnesol dehydrogenase; 
ACHA01MRNA0017074	3	0.00608149199270221	TcMar-Tc1	1328	3361	39.5120499851235	Phospholipase B-like protein E; 
ACHA01MRNA0039752	4	0.00810865599026961	TcMar-Tc1	1596	4051	39.3976795852876	Protein lin-7 homolog C; 
ACHA01MRNA0038359	3	0.00608149199270221	TcMar-Tc1	1669	4246	39.3075836081017	NA
ACHA01MRNA0007870	2	0.00405432799513481	TcMar-Tc1	1392	3568	39.0134529147982	Protein FAM167A; 
ACHA01MRNA0006636	2	0.00405432799513481	TcMar-Tc1	990	2552	38.7931034482759	NA
ACHA01MRNA0033447	1	0.0020271639975674	TcMar-Tc1	1027	2650	38.7547169811321	Ribonuclease P protein subunit p14 >lcl|Q5RB79.3 RecName: Full=Ribonuclease P protein subunit p14; 
ACHA01MRNA0015234	2	0.00405432799513481	TcMar-Tc1	2026	5271	38.4367292733827	Peroxisome biogenesis protein 7; 
ACHA01MRNA0025472	2	0.00405432799513481	TcMar-Tc1	1659	4332	38.2963988919668	Nuclear nucleic acid-binding protein C1D; 
ACHA01MRNA0019684	2	0.00405432799513481	TcMar-Tc1	1615	4222	38.252013263856	Mitochondrial ribonuclease P protein 3; 
ACHA01MRNA0007506	2	0.00405432799513481	TcMar-Tc1	734	1922	38.1893860561915	General negative regulator of transcription subunit 1; 
ACHA01MRNA0028739	3	0.00608149199270221	TcMar-Tc1	1845	4869	37.8927911275416	NA
ACHA01MRNA0003492	3	0.00608149199270221	TcMar-Tc1	2578	6875	37.4981818181818	Cadherin-6; 
ACHA01MRNA0037884	2	0.00405432799513481	TcMar-Tc1	1611	4305	37.4216027874564	Exportin-7; 
ACHA01MRNA0017278	2	0.00405432799513481	TcMar-Tc1	982	2636	37.2534142640364	Protein SOGA3; 
ACHA01MRNA0037746	4	0.00810865599026961	TcMar-Tc1	1904	5141	37.0355961875122	Interleukin-17 receptor B; 
ACHA01MRNA0029372	2	0.00405432799513481	TcMar-Tc1	1232	3328	37.0192307692308	Human immunodeficiency virus type I enhancer-binding protein 2 homolog; 
ACHA01MRNA0019871	4	0.00810865599026961	TcMar-Tc1	2636	7136	36.9394618834081	E3 SUMO-protein ligase NSE2; 
ACHA01MRNA0019226	4	0.00810865599026961	TcMar-Tc1	2286	6193	36.9126433069595	Midasin; 
ACHA01MRNA0040890	2	0.00405432799513481	TcMar-Tc1	1569	4266	36.7791842475387	NADP-dependent oxidoreductase domain-containing protein 1; 
ACHA01MRNA0037656	1	0.0020271639975674	TcMar-Tc1	766	2090	36.6507177033493	Coagulation factor IX; 
ACHA01MRNA0017253	1	0.0020271639975674	TcMar-Tc1	1637	4467	36.6465189164988	Telomere-associated protein RIF1; 
ACHA01MRNA0035485	10	0.020271639975674	TcMar-Tc1	2577	7042	36.5947174098268	WAS/WASL-interacting protein family member 2; 
ACHA01MRNA0020259	2	0.00405432799513481	TcMar-Tc1	7585	20795	36.4751142101467	NA
ACHA01MRNA0029406	1	0.0020271639975674	TcMar-Tc1	1524	4222	36.0966366650876	Atrial natriuretic peptide receptor 1; 
ACHA01MRNA0026220	2	0.00405432799513481	TcMar-Tc1	2305	6411	35.9538293557947	Anaphase-promoting complex subunit 6; 
ACHA01MRNA0034353	3	0.00608149199270221	TcMar-Tc1	1662	4630	35.8963282937365	Ras-related protein Rab-30; 
ACHA01MRNA0031581	2	0.00405432799513481	TcMar-Tc1	309	861	35.8885017421603	S-antigen protein; 
ACHA01MRNA0001478	3	0.00608149199270221	TcMar-Tc1	772	2152	35.8736059479554	E3 ubiquitin-protein ligase NEURL3; 
ACHA01MRNA0010540	3	0.00608149199270221	TcMar-Tc1	1932	5399	35.7844045193554	Palladin; 
ACHA01MRNA0007191	1	0.0020271639975674	TcMar-Tc1	995	2784	35.7399425287356	Matrin-3; 
ACHA01MRNA0020046	1	0.0020271639975674	TcMar-Tc1	1429	4003	35.6982263302523	MHF histone-fold complex subunit 1; 
ACHA01MRNA0033773	3	0.00608149199270221	TcMar-Tc1	2269	6358	35.6873230575653	Josephin-2; 
ACHA01MRNA0029811	1	0.0020271639975674	TcMar-Tc1	256	720	35.5555555555556	Uncharacterized protein C3orf30; 
ACHA01MRNA0023980	2	0.00405432799513481	TcMar-Tc1	470	1324	35.4984894259819	Ligand of Numb protein X 2; 
ACHA01MRNA0006530	4	0.00810865599026961	TcMar-Tc1	1337	3771	35.4547865287722	Carbonic anhydrase 1; 
ACHA01MRNA0000680	1	0.0020271639975674	TcMar-Tc1	1579	4469	35.3322891027075	Integrin alpha-V; 
ACHA01MRNA0009190	1	0.0020271639975674	TcMar-Tc1	1463	4178	35.016754427956	Mitochondrial ribonuclease P protein 3; 
ACHA01MRNA0021979	2	0.00405432799513481	TcMar-Tc1	883	2529	34.9149861605378	Protein MON2 homolog; 
ACHA01MRNA0016710	1	0.0020271639975674	TcMar-Tc1	810	2320	34.9137931034483	Ribonuclease P protein subunit p14 >lcl|Q5RB79.3 RecName: Full=Ribonuclease P protein subunit p14; 
ACHA01MRNA0013743	4	0.00810865599026961	TcMar-Tc1	2212	6336	34.9116161616162	Protein PRRC1; 
ACHA01MRNA0031928	2	0.00405432799513481	TcMar-Tc1	2037	5839	34.8861106353828	Josephin-2; 
ACHA01MRNA0009813	27	0.0547334279343199	TcMar-Tc1	10183	29321	34.7293748507895	Serine/threonine-protein kinase N3; 
ACHA01MRNA0022837	1	0.0020271639975674	TcMar-Tc1	806	2322	34.7114556416882	Tripartite motif-containing protein 54; 
ACHA01MRNA0032762	2	0.00405432799513481	TcMar-Tc1	920	2651	34.703885326292	ATP-binding cassette sub-family C member 8; 
ACHA01MRNA0019925	5	0.010135819987837	TcMar-Tc1	1570	4533	34.6348996249724	Sorting nexin-25; 
ACHA01MRNA0036586	18	0.0364889519562133	TcMar-Tc1	4567	13192	34.6194663432383	Uncharacterized protein KIAA1671; 
ACHA01MRNA0036580	2	0.00405432799513481	TcMar-Tc1	4460	12889	34.6031499728451	Aminopeptidase RNPEPL1; 
ACHA01MRNA0015394	3	0.00608149199270221	TcMar-Tc1	1106	3200	34.5625	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH2; 
ACHA01MRNA0004308	2	0.00405432799513481	TcMar-Tc1	1487	4322	34.4053678852383	Cyclin-dependent-like kinase 5; 
ACHA01MRNA0001776	1	0.0020271639975674	TcMar-Tc1	766	2229	34.3651861821445	Cadherin EGF LAG seven-pass G-type receptor 2; 
ACHA01MRNA0026487	7	0.0141901479829718	TcMar-Tc1	4598	13389	34.341623720965	Phospholipase B-like protein A; 
ACHA01MRNA0007154	3	0.00608149199270221	TcMar-Tc1	1167	3399	34.333627537511	Sialate O-acetylesterase; 
ACHA01MRNA0031728	3	0.00608149199270221	TcMar-Tc1	1435	4192	34.2318702290076	PDZ domain-containing protein GIPC2; 
ACHA01MRNA0005923	1	0.0020271639975674	TcMar-Tc1	698	2041	34.1989220970113	Cathepsin L1; 
ACHA01MRNA0037894	1	0.0020271639975674	TcMar-Tc1	1371	4009	34.1980543776503	Transport and Golgi organization protein 2 homolog; 
ACHA01MRNA0039743	2	0.00405432799513481	TcMar-Tc1	591	1731	34.1421143847487	Zinc metalloproteinase/disintegrin; 
ACHA01MRNA0002555	2	0.00405432799513481	TcMar-Tc1	1367	4005	34.1323345817728	Protein HID1; 
ACHA01MRNA0009322	3	0.00608149199270221	TcMar-Tc1	757	2219	34.1144659756647	Trinucleotide repeat-containing gene 18 protein; 
ACHA01MRNA0006737	1	0.0020271639975674	TcMar-Tc1	1591	4670	34.06852248394	Protein SREK1IP1; 
ACHA01MRNA0004384	2	0.00405432799513481	TcMar-Tc1	1075	3159	34.0297562519785	NA
ACHA01MRNA0036514	2	0.00405432799513481	TcMar-Tc1	1118	3286	34.0231284236153	Phosphatidylinositol 4-phosphate 5-kinase type-1 beta; 
ACHA01MRNA0016017	2	0.00405432799513481	TcMar-Tc1	1109	3260	34.0184049079755	Phospholipase D Z; 
ACHA01MRNA0026551	1	0.0020271639975674	TcMar-Tc1	994	2928	33.948087431694	RNA-binding protein 20; 
ACHA01MRNA0014837	1	0.0020271639975674	TcMar-Tc1	1596	4707	33.9069471000637	NA
ACHA01MRNA0030506	3	0.00608149199270221	TcMar-Tc1	1667	4930	33.8133874239351	Proline-rich protein 12; 
ACHA01MRNA0002401	1	0.0020271639975674	TcMar-Tc1	1607	4754	33.8031131678586	NA
ACHA01MRNA0036264	1	0.0020271639975674	TcMar-Tc1	855	2536	33.7145110410095	Germ cell-specific gene 1-like protein 2; 
ACHA01MRNA0023495	1	0.0020271639975674	TcMar-Tc1	1568	4651	33.7131799612986	Myelin protein zero-like protein 3; 
ACHA01MRNA0033414	3	0.00608149199270221	TcMar-Tc1	3039	9057	33.554157005631	Nuclear pore complex protein Nup133; 
ACHA01MRNA0019351	5	0.010135819987837	TcMar-Tc1	2733	8160	33.4926470588235	Anoctamin-7; 
ACHA01MRNA0037079	1	0.0020271639975674	TcMar-Tc1	993	2965	33.4907251264755	PHD finger protein 14; 
ACHA01MRNA0013279	2	0.00405432799513481	TcMar-Tc1	2106	6301	33.4232661482304	Aminopeptidase N; 
ACHA01MRNA0010853	3	0.00608149199270221	TcMar-Tc1	1053	3152	33.4073604060914	Uncharacterized methyltransferase YdaC; 
ACHA01MRNA0029301	1	0.0020271639975674	TcMar-Tc1	1679	5055	33.2146389713155	Roundabout homolog 3; 
ACHA01MRNA0027730	1	0.0020271639975674	TcMar-Tc1	385	1160	33.1896551724138	Islet cell autoantigen 1; 
ACHA01MRNA0013663	7	0.0141901479829718	TcMar-Tc1	3828	11540	33.1715771230503	Cyclin-dependent kinase 17; 
ACHA01MRNA0026702	6	0.0121629839854044	TcMar-Tc1	1987	5994	33.1498164831498	U1 small nuclear ribonucleoprotein usp102; 
ACHA01MRNA0009858	1	0.0020271639975674	TcMar-Tc1	1098	3314	33.1321665660833	Prolactin receptor; 
ACHA01MRNA0035878	1	0.0020271639975674	TcMar-Tc1	818	2470	33.1174089068826	DEAD-box helicase Dbp80; 
ACHA01MRNA0031332	4	0.00810865599026961	TcMar-Tc1	3208	9707	33.0483156485011	Protein MAK16 homolog; 
ACHA01MRNA0014826	1	0.0020271639975674	TcMar-Tc1	1565	4743	32.9959940965634	Protein broad-minded; 
ACHA01MRNA0027279	5	0.010135819987837	TcMar-Tc1	4459	13523	32.9734526362494	Aryl-hydrocarbon-interacting protein-like 1; 
ACHA01MRNA0016448	1	0.0020271639975674	TcMar-Tc1	605	1843	32.8269126424308	Trafficking protein particle complex subunit 2-like protein; 
ACHA01MRNA0007184	2	0.00405432799513481	TcMar-Tc1	706	2154	32.7762302692665	Dehydrogenase/reductase SDR family member 4; 
ACHA01MRNA0006704	1	0.0020271639975674	TcMar-Tc1	317	969	32.7141382868937	Aromatic-L-amino-acid decarboxylase; 
ACHA01MRNA0030298	3	0.00608149199270221	TcMar-Tc1	848	2596	32.6656394453005	Serine/threonine-protein phosphatase 2A activator; 
ACHA01MRNA0020752	1	0.0020271639975674	TcMar-Tc1	1067	3274	32.5901038485034	Cyclin-G1; 
ACHA01MRNA0027315	3	0.00608149199270221	TcMar-Tc1	2139	6581	32.5026591703389	Alanine aminotransferase 1; 
ACHA01MRNA0032217	4	0.00810865599026961	TcMar-Tc1	970	2988	32.4631860776439	Kalirin; 
ACHA01MRNA0037370	3	0.00608149199270221	TcMar-Tc1	1542	4756	32.4222035323802	NA
ACHA01MRNA0017480	3	0.00608149199270221	TcMar-Tc1	987	3045	32.4137931034483	Chromodomain-helicase-DNA-binding protein 3; 
ACHA01MRNA0021667	1	0.0020271639975674	TcMar-Tc1	1365	4214	32.3920265780731	NA
ACHA01MRNA0031748	8	0.0162173119805392	TcMar-Tc1	4472	13861	32.2631844744246	Ubiquitin-protein ligase E3A; 
ACHA01MRNA0030149	8	0.0162173119805392	TcMar-Tc1	2368	7355	32.1957851801496	Probable phospholipid-transporting ATPase IIA; 
ACHA01MRNA0030335	4	0.00810865599026961	TcMar-Tc1	1847	5751	32.1161537123978	Cullin-7; 
ACHA01MRNA0021711	3	0.00608149199270221	TcMar-Tc1	979	3055	32.0458265139116	Probable 5-hydroxyisourate hydrolase; 
ACHA01MRNA0039677	2	0.00405432799513481	TcMar-Tc1	1453	4538	32.0185103569855	E3 SUMO-protein ligase PIAS4; 
ACHA01MRNA0002079	2	0.00405432799513481	TcMar-Tc1	1122	3508	31.9840364880274	Intersectin-1; 
ACHA01MRNA0022615	3	0.00608149199270221	TcMar-Tc1	2140	6693	31.9737038697146	Proteasome subunit alpha type-3; 
ACHA01MRNA0002545	1	0.0020271639975674	TcMar-Tc1	1612	5056	31.8829113924051	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P; 
ACHA01MRNA0037716	1	0.0020271639975674	TcMar-Tc1	1575	4940	31.8825910931174	Small conductance calcium-activated potassium channel protein 1; 
ACHA01MRNA0020199	2	0.00405432799513481	TcMar-Tc1	466	1462	31.8741450068399	5-hydroxytryptamine receptor 3B; 
ACHA01MRNA0019581	2	0.00405432799513481	TcMar-Tc1	1606	5039	31.8714030561619	Type 2 DNA topoisomerase 6 subunit B-like; 
ACHA01MRNA0021283	8	0.0162173119805392	TcMar-Tc1	2118	6653	31.8352622876898	Protein lifeguard 2; 
ACHA01MRNA0032196	3	0.00608149199270221	TcMar-Tc1	2114	6644	31.8181818181818	Methionine synthase; 
ACHA01MRNA0002282	2	0.00405432799513481	TcMar-Tc1	276	870	31.7241379310345	Metalloproteinase inhibitor 2; 
ACHA01MRNA0035049	3	0.00608149199270221	TcMar-Tc1	1258	3966	31.7196167423096	Endoplasmic reticulum-Golgi intermediate compartment protein 2; 
ACHA01MRNA0017534	1	0.0020271639975674	TcMar-Tc1	380	1206	31.5091210613599	NA
ACHA01MRNA0007537	2	0.00405432799513481	TcMar-Tc1	1599	5082	31.4639905548996	Myotubularin-related protein 4; 
ACHA01MRNA0003861	1	0.0020271639975674	TcMar-Tc1	1165	3709	31.4100835804799	Cohesin subunit scc-3; 
ACHA01MRNA0010658	1	0.0020271639975674	TcMar-Tc1	781	2496	31.2900641025641	NA
ACHA01MRNA0037516	2	0.00405432799513481	TcMar-Tc1	700	2246	31.166518254675	Electrogenic sodium bicarbonate cotransporter 1; 
ACHA01MRNA0023843	2	0.00405432799513481	TcMar-Tc1	731	2347	31.1461440136344	Voltage-gated potassium channel subunit beta-2; 
ACHA01MRNA0012117	16	0.0324346239610784	TcMar-Tc1	4013	12902	31.1037048519609	Serine/threonine-protein kinase mrck-1; 
ACHA01MRNA0011770	1	0.0020271639975674	TcMar-Tc1	1594	5131	31.0660689923991	CUE domain-containing protein 2; 
ACHA01MRNA0027256	2	0.00405432799513481	TcMar-Tc1	1025	3300	31.0606060606061	DBIRD complex subunit ZNF326; 
ACHA01MRNA0017672	2	0.00405432799513481	TcMar-Tc1	737	2374	31.044650379107	Thyrotropin-releasing hormone receptor; 
ACHA01MRNA0012339	2	0.00405432799513481	TcMar-Tc1	1677	5402	31.0440577563865	Ras guanine nucleotide exchange factor E; 
ACHA01MRNA0004755	8	0.0162173119805392	TcMar-Tc1	4260	13741	31.0021104723091	BICD family-like cargo adapter 2; 
ACHA01MRNA0008144	3	0.00608149199270221	TcMar-Tc1	979	3160	30.9810126582278	5-hydroxyisourate hydrolase; 
ACHA01MRNA0040434	1	0.0020271639975674	TcMar-Tc1	2163	6982	30.9796619879691	Solute carrier family 22 member 15-like; 
ACHA01MRNA0038680	5	0.010135819987837	TcMar-Tc1	3315	10775	30.7656612529002	Cytochrome P450 2C38; 
ACHA01MRNA0022477	4	0.00810865599026961	TcMar-Tc1	982	3196	30.7259073842303	DnaJ homolog subfamily B member 9; 
ACHA01MRNA0025923	2	0.00405432799513481	TcMar-Tc1	1306	4253	30.7077357159652	DNA-dependent protein kinase catalytic subunit; 
ACHA01MRNA0035210	1	0.0020271639975674	TcMar-Tc1	992	3231	30.7025688641288	Serine/threonine-protein kinase PAK 2; 
ACHA01MRNA0024867	4	0.00810865599026961	TcMar-Tc1	1615	5266	30.6684390429168	Complexin-4; 
ACHA01MRNA0036776	2	0.00405432799513481	TcMar-Tc1	1152	3758	30.6546035125067	Mitochondrial fission process protein 1; 
ACHA01MRNA0032407	4	0.00810865599026961	TcMar-Tc1	783	2561	30.5739945333854	Lysophosphatidic acid receptor 6; 
ACHA01MRNA0039509	1	0.0020271639975674	TcMar-Tc1	555	1818	30.5280528052805	RNA-binding protein Raly; 
ACHA01MRNA0007395	3	0.00608149199270221	TcMar-Tc1	2598	8538	30.4286718200984	RWD domain-containing protein C1393.09c; 
ACHA01MRNA0031711	1	0.0020271639975674	TcMar-Tc1	318	1046	30.4015296367113	Swi5-dependent recombination DNA repair protein 1 homolog; 
ACHA01MRNA0022761	2	0.00405432799513481	TcMar-Tc1	727	2398	30.3169307756464	Cationic amino acid transporter 2; 
ACHA01MRNA0007580	1	0.0020271639975674	TcMar-Tc1	1664	5489	30.3151758061578	Zinc finger and SCAN domain-containing protein 29; 
ACHA01MRNA0028953	7	0.0141901479829718	TcMar-Tc1	2493	8227	30.302661966695	Fc receptor-like protein 2; 
ACHA01MRNA0029693	12	0.0243259679708088	TcMar-Tc1	2598	8578	30.2867801352297	Zinc finger protein 845; 
ACHA01MRNA0036540	1	0.0020271639975674	TcMar-Tc1	983	3246	30.2834257547751	Fibropellin-1; 
ACHA01MRNA0026958	5	0.010135819987837	TcMar-Tc1	1777	5872	30.2622615803815	Refilin-B; 
ACHA01MRNA0033815	2	0.00405432799513481	TcMar-Tc1	655	2165	30.2540415704388	Rap guanine nucleotide exchange factor 4; 
ACHA01MRNA0040522	3	0.00608149199270221	TcMar-Tc1	1306	4318	30.2454840203798	Voltage-dependent R-type calcium channel subunit alpha-1E; 
ACHA01MRNA0033617	1	0.0020271639975674	TcMar-Tc1	783	2589	30.2433371958285	TBC1 domain family member 25; 
ACHA01MRNA0026071	3	0.00608149199270221	TcMar-Tc1	745	2467	30.1986218078638	Interferon-induced protein 44; 
ACHA01MRNA0009455	2	0.00405432799513481	TcMar-Tc1	1319	4370	30.1830663615561	C-Maf-inducing protein; 
ACHA01MRNA0033616	1	0.0020271639975674	TcMar-Tc1	1373	4557	30.129471143296	Cationic amino acid transporter 2; 
ACHA01MRNA0033040	5	0.010135819987837	TcMar-Tc1	2241	7440	30.1209677419355	MAX gene-associated protein; 
ACHA01MRNA0021583	1	0.0020271639975674	TcMar-Tc1	1123	3731	30.0991691235594	Neuronal acetylcholine receptor subunit alpha-9-II; 
ACHA01MRNA0004522	2	0.00405432799513481	TcMar-Tc1	1314	4371	30.0617707618394	R-spondin-2; 
ACHA01MRNA0008967	2	0.00405432799513481	TcMar-Tc1	2572	8569	30.0151709651068	Vacuolar protein sorting-associated protein 35; 
ACHA01MRNA0022435	2	0.00405432799513481	TcMar-Tc1	2488	8299	29.9795156042897	Short-chain dehydrogenase/reductase family 16C member 6; 
ACHA01MRNA0007571	1	0.0020271639975674	TcMar-Tc1	1085	3621	29.9640983153825	Two pore calcium channel protein 2; 
